[17-Oct-2014 23:11:45 America/New_York] PHP Parse error:  syntax error, unexpected 'f4b7f82db3e9bd1' (T_STRING), expecting ']' in /var/www/drupal_7/modules/php/php.module(80) : eval()'d code on line 1
[09-Dec-2014 01:03:20 America/New_York] PHP  12. menu_set_active_trail() /var/www/drupal_7/includes/menu.inc:2554
[09-Dec-2014 01:03:20 America/New_York] PHP  13. menu_link_get_preferred() /var/www/drupal_7/includes/menu.inc:2385
[09-Dec-2014 01:03:20 America/New_York] PHP  14. menu_get_item() /var/www/drupal_7/includes/menu.inc:2476
[09-Dec-2014 01:03:20 America/New_York] PHP  15. _menu_translate() /var/www/drupal_7/includes/menu.inc:472
[09-Dec-2014 01:03:20 America/New_York] PHP  16. _menu_check_access() /var/www/drupal_7/includes/menu.inc:790
[09-Dec-2014 01:03:20 America/New_York] PHP  17. call_user_func_array() /var/www/drupal_7/includes/menu.inc:637
[09-Dec-2014 01:03:20 America/New_York] PHP  18. php_eval() /var/www/drupal_7/includes/menu.inc:637
[09-Dec-2014 11:37:18 America/New_York] PHP Parse error:  syntax error, unexpected 'dc96a40c7a6715' (T_STRING), expecting ']' in /var/www/drupal_7/modules/php/php.module(80) : eval()'d code on line 1
[09-Dec-2014 11:37:18 America/New_York] PHP Stack trace:
[09-Dec-2014 11:37:18 America/New_York] PHP   1. {main}() /var/www/drupal_7/index.php:0
[09-Dec-2014 11:37:18 America/New_York] PHP   2. menu_execute_active_handler() /var/www/drupal_7/index.php:21
[09-Dec-2014 11:37:18 America/New_York] PHP   3. drupal_deliver_page() /var/www/drupal_7/includes/menu.inc:532
[09-Dec-2014 11:37:18 America/New_York] PHP   4. drupal_deliver_html_page() /var/www/drupal_7/includes/common.inc:2557
[09-Dec-2014 11:37:18 America/New_York] PHP   5. drupal_render_page() /var/www/drupal_7/includes/common.inc:2669
[09-Dec-2014 11:37:18 America/New_York] PHP   6. drupal_render() /var/www/drupal_7/includes/common.inc:5760
[09-Dec-2014 11:37:18 America/New_York] PHP   7. theme() /var/www/drupal_7/includes/common.inc:5898
[09-Dec-2014 11:37:18 America/New_York] PHP   8. template_process_page() /var/www/drupal_7/includes/theme.inc:1122
[09-Dec-2014 11:37:18 America/New_York] PHP   9. drupal_get_breadcrumb() /var/www/drupal_7/includes/theme.inc:2602
[09-Dec-2014 11:37:18 America/New_York] PHP  10. menu_get_active_breadcrumb() /var/www/drupal_7/includes/common.inc:259
[09-Dec-2014 11:37:18 America/New_York] PHP  11. menu_get_active_trail() /var/www/drupal_7/includes/menu.inc:2572
[09-Dec-2014 11:37:18 America/New_York] PHP  12. menu_set_active_trail() /var/www/drupal_7/includes/menu.inc:2554
[09-Dec-2014 11:37:18 America/New_York] PHP  13. menu_link_get_preferred() /var/www/drupal_7/includes/menu.inc:2385
[09-Dec-2014 11:37:18 America/New_York] PHP  14. menu_get_item() /var/www/drupal_7/includes/menu.inc:2476
[09-Dec-2014 11:37:18 America/New_York] PHP  15. _menu_translate() /var/www/drupal_7/includes/menu.inc:472
[09-Dec-2014 11:37:18 America/New_York] PHP  16. _menu_check_access() /var/www/drupal_7/includes/menu.inc:790
[09-Dec-2014 11:37:18 America/New_York] PHP  17. call_user_func_array() /var/www/drupal_7/includes/menu.inc:637
[09-Dec-2014 11:37:18 America/New_York] PHP  18. php_eval() /var/www/drupal_7/includes/menu.inc:637
